연번,업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
2384,일반음식점,금성문,제주특별자치도 제주시 조천읍 신북로 400,제주특별자치도 제주시 조천읍 신흥리 238번지 1호 ,102.71,064-782-2030,한식
2385,일반음식점,대문집,제주특별자치도 제주시 한림읍 한림로 484,제주특별자치도 제주시 한림읍 옹포리 603번지 ,99.1,,한식
2386,일반음식점,포구횟집,제주특별자치도 제주시 애월읍 가문동길 43,제주특별자치도 제주시 애월읍 하귀2리 2727번지 ,128.82,064-713-4845,일식
2387,일반음식점,비양도,제주특별자치도 제주시 한림읍 한림로 167,제주특별자치도 제주시 한림읍 금능리 1763번지 1호 ,178.71,064-796-4030,일식
2388,일반음식점,돈드림,제주특별자치도 제주시 조천읍 조함해안로 573,제주특별자치도 제주시 조천읍 함덕리 218번지 1호 ,123.74,064-782-0765,중국식
2389,일반음식점,우리두리,제주특별자치도 제주시 구좌읍 김녕로 173,제주특별자치도 제주시 구좌읍 김녕리 1202번지 1호 ,61.11,064-784-5660,한식
2390,일반음식점,영림흑돼지가든,제주특별자치도 제주시 한림읍 한수풀로 30,제주특별자치도 제주시 한림읍 대림리 1803번지 ,167.92,064-796-6956,한식
2391,일반음식점,동양개발(주)동양콘도한식당,제주특별자치도 제주시 애월읍 애월해안로 708,제주특별자치도 제주시 애월읍 609번지 1호 ,228.5,064-731-5100,한식
2392,일반음식점,남성해장국,제주특별자치도 제주시 한림읍 한림상로 230,제주특별자치도 제주시 한림읍 대림리 1848번지 2호 ,74.39,,한식
2393,일반음식점,월랑봉,제주특별자치도 제주시 구좌읍 구좌로 25,제주특별자치도 제주시 구좌읍 세화리 1523번지 4호 ,27.34,,분식
2394,일반음식점,원투쓰리호프하우스,,제주특별자치도 제주시 애월읍 광령1리 1320번지 1호 ,58.93,064-748-6530,통닭(치킨)
2395,일반음식점,동해루,제주특별자치도 제주시 추자면 추자로 58,제주특별자치도 제주시 추자면 대서리 161번지 ,49.84,064-742-3615,중국식
2396,일반음식점,돈돈순이네,제주특별자치도 제주시 남성로 132 (삼도일동),제주특별자치도 제주시 삼도일동 804번지 11호 ,116.49,064-756-9938,한식
2397,일반음식점,제주어촌,제주특별자치도 제주시 조천읍 조함해안로 518 (외 1필지),제주특별자치도 제주시 조천읍 함덕리 산 14번지 44호 외 1필지 ,176.58,064-782-8090,일식
2398,일반음식점,최가네손만애월점,제주특별자치도 제주시 애월읍 애월로 132,제주특별자치도 제주시 애월읍 애월리 1640번지 2호 ,63.78,,분식
2399,일반음식점,거문오름,제주특별자치도 제주시 조천읍 선교로 523,제주특별자치도 제주시 조천읍 선흘리 470번지 1호 ,88.88,064-783-9917,한식
2400,일반음식점,곶자왈,제주특별자치도 제주시 조천읍 비자림로 631 1층,제주특별자치도 제주시 조천읍 교래리 464번지 1호 ,278.06,064-757-9556,한식
2401,일반음식점,통일가든,제주특별자치도 제주시 조천읍 조천5길 9,제주특별자치도 제주시 조천읍 조천리 2398번지 ,128.85,064-784-5944,한식
2402,일반음식점,모닝해장국,제주특별자치도 제주시 한림읍 한림로 682,제주특별자치도 제주시 한림읍 한림리 1303번지 14호 ,29.6,064-796-2449,한식
2403,일반음식점,독개물항,제주특별자치도 제주시 한림읍 한림로 478 1층,제주특별자치도 제주시 한림읍 옹포리 593번지 1호 ,141.96,064-796-3966,일식
2404,일반음식점,우미정,제주특별자치도 제주시 구좌읍 세화2길 7,제주특별자치도 제주시 구좌읍 세화리 1422번지 1호 ,118.8,064-782-6770,한식
2405,일반음식점,오션그랜드호텔양식당,제주특별자치도 제주시 조천읍 조함해안로 490,제주특별자치도 제주시 조천읍 함덕리 1252번지 55호 ,133.2,064-783-0007,경양식
2406,일반음식점,오션그랜드호텔한식당,제주특별자치도 제주시 조천읍 조함해안로 490,제주특별자치도 제주시 조천읍 함덕리 1252번지 55호 ,195.68,064-783-0007,한식
2407,일반음식점,풍차반점,제주특별자치도 제주시 구좌읍 행원로9길 11,제주특별자치도 제주시 구좌읍 행원리 701번지 ,70.14,064-783-9848,중국식
2408,일반음식점,협재삼거리맛나,제주특별자치도 제주시 한림읍 한림로 390,제주특별자치도 제주시 한림읍 협재리 1608번지 1호 ,39.2,064-796-6001,중국식
2409,일반음식점,송이,제주특별자치도 제주시 애월읍 곽지8길 12-1,제주특별자치도 제주시 애월읍 곽지리 1693번지 2호 ,59,064-799-9876,한식
2410,일반음식점,헬로옐로,제주특별자치도 제주시 조천읍 조함해안로 518 (외 1필지),제주특별자치도 제주시 조천읍 함덕리 산 14번지 44호 외 1필지 ,133.21,064-782-6016,경양식
2411,일반음식점,홍돈,제주특별자치도 제주시 한림읍 한림로3길 10-12,제주특별자치도 제주시 한림읍 한림리 1590번지 1호 ,89.25,,한식
2412,일반음식점,대금,제주특별자치도 제주시 한림읍 옹포1길 6,제주특별자치도 제주시 한림읍 옹포리 586번지 2호 ,29.14,064-796-7751,한식
2413,일반음식점,오름,제주특별자치도 제주시 조천읍 비자림로 657,제주특별자치도 제주시 조천읍 교래리 524번지 1호 ,75.77,064-784-6041,한식
2414,일반음식점,블랙드럼제주,제주특별자치도 제주시 조천읍 조함해안로 488 1층,제주특별자치도 제주시 조천읍 함덕리 1252번지 38호 ,167.97,064-782-1700,한식
2415,일반음식점,정훈,제주특별자치도 제주시 원당로7길 22 (삼양일동),제주특별자치도 제주시 삼양일동 1601번지 8호 ,22.32,064-756-6225,한식
2416,일반음식점,까투리꼬치구이태양점,제주특별자치도 제주시 신대로10길 22 (연동101호(성두4로30)),제주특별자치도 제주시 연동 291번지 72호 101호(성두4로30) ,49,064-748-9282,호프/통닭
2417,일반음식점,동아리꼬치구이신산점,제주특별자치도 제주시 신산로 21 (일도이동),제주특별자치도 제주시 일도이동 1025번지 8호 ,30,064-752-9295,호프/통닭
2418,일반음식점,어기여차구제주점,제주특별자치도 제주시 남성로4길 3 (용담일동(남사로42)),제주특별자치도 제주시 용담일동 2819번지 18호 (남사로42) ,98.7,064-722-5957,식육(숯불구이)
2419,일반음식점,어슬렁,제주특별자치도 제주시 신산로8길 1 (일도이동(신선비1로3)),제주특별자치도 제주시 일도이동 1032번지 9호 (신선비1로3) ,37,064-753-1841,한식
2420,일반음식점,바로족발보쌈,제주특별자치도 제주시 진군1길 25 (노형동),제주특별자치도 제주시 노형동 735번지 8호 ,142.5,064-743-6614,한식
2421,일반음식점,됨됨,제주특별자치도 제주시 연수로5길 6 (일도이동),제주특별자치도 제주시 일도이동 50번지 3호 ,49.5,064-751-9494,통닭(치킨)
2422,일반음식점,꽁쎄르,제주특별자치도 제주시 과원북4길 102 (연동영심원룸A동1층),제주특별자치도 제주시 연동 1489번지 3호 영심원룸A동1층 ,64.33,064-749-8985,호프/통닭
2423,일반음식점,명도암정식,제주특별자치도 제주시 명림로 218 1층 (봉개동),제주특별자치도 제주시 봉개동 289번지 1호 ,23.79,064-723-5254,한식
2424,일반음식점,꼬치포인트이도점,제주특별자치도 제주시 고산동산5길 34-1 (이도이동),제주특별자치도 제주시 이도이동 1060번지 2호 ,42.9,064-724-9792,호프/통닭
2425,일반음식점,양푼이막창인제점,제주특별자치도 제주시 고마로 106 (일도이동),제주특별자치도 제주시 일도이동 392번지 15호 ,51,064-756-8959,한식
2426,일반음식점,회뜰날,제주특별자치도 제주시 연삼로 474 (이도이동(연삼로494)),제주특별자치도 제주시 이도이동 391번지 4호 (연삼로494) ,38.35,064-725-1013,한식
2427,일반음식점,통큰포차,제주특별자치도 제주시 월랑로10길 25 (노형동),제주특별자치도 제주시 노형동 1045번지 10호 ,69.57,064-748-0204,기타
2428,일반음식점,스페샬천사점,제주특별자치도 제주시 동광로16길 15 (일도이동),제주특별자치도 제주시 일도이동 382번지 10호 ,49.58,064-752-1004,호프/통닭
2429,일반음식점,사랑으로,제주특별자치도 제주시 동문로 33 (일도일동),제주특별자치도 제주시 일도일동 1084번지 8호 ,29.68,064-758-0192,호프/통닭
2430,일반음식점,솔지시청점,제주특별자치도 제주시 광양13길 14 (이도이동),제주특별자치도 제주시 이도이동 1182번지 24호 ,74.2,064-725-2929,한식
2431,일반음식점,투다리노형정한점,제주특별자치도 제주시 원노형로 26 (노형동서림빌딩102호(백두2로3)),제주특별자치도 제주시 노형동 914번지 4호 서림빌딩102호(백두2로3) ,51.64,064-713-7812,호프/통닭
2432,일반음식점,노형순창,제주특별자치도 제주시 진군3길 1 (노형동),제주특별자치도 제주시 노형동 752번지 4호 ,119.02,064-743-6468,식육(숯불구이)
2433,일반음식점,밀방아,제주특별자치도 제주시 중앙로22길 5 (삼도이동(신남성로7)),제주특별자치도 제주시 삼도이동 227번지 (신남성로7) ,29.85,064-755-3747,한식
2434,일반음식점,경풍,제주특별자치도 제주시 오일장서길 56 (도두일동(오일장길38)),제주특별자치도 제주시 도두일동 2149번지 1호 (오일장길38) ,219.6,064-742-7047,한식
2435,일반음식점,수,제주특별자치도 제주시 천수로6길 7-1 지하1층 (이도이동),제주특별자치도 제주시 이도이동 408번지 17호 ,126.36,064-721-8794,까페
2436,일반음식점,바다와언덕,제주특별자치도 제주시 지석11길 6 (삼양이동),제주특별자치도 제주시 삼양이동 2135번지 1호 ,217.96,064-723-4900,식육(숯불구이)
2437,일반음식점,이십사시회센타,제주특별자치도 제주시 전농로 39-3 (삼도일동),제주특별자치도 제주시 삼도일동 701번지 30호 ,71.7,,회집
2438,일반음식점,국수강산,제주특별자치도 제주시 신산로 91 (일도이동),제주특별자치도 제주시 일도이동 339번지 5호 ,31.84,064-752-3329,한식
2439,일반음식점,신촌불닭발,제주특별자치도 제주시 원노형남1길 35 (노형동),제주특별자치도 제주시 노형동 938번지 7호 ,46.47,064-743-8879,통닭(치킨)
2440,일반음식점,교촌치킨건입점,제주특별자치도 제주시 고마로 29 1층 (일도이동),제주특별자치도 제주시 일도이동 160번지 9호 ,40.17,064-752-8989,통닭(치킨)
2441,일반음식점,왕부뚜막,제주특별자치도 제주시 오복4길 9 (이도이동2호(교육박물관로13)),제주특별자치도 제주시 이도이동 1068번지 12호 2호(교육박물관로13) ,75.44,064-725-2147,식육(숯불구이)
2442,일반음식점,사거리,제주특별자치도 제주시 도공로 32 (도두일동(도두항로43)),제주특별자치도 제주시 도두일동 2624번지 (도두항로43) ,99,064-712-0185,한식
2443,일반음식점,금환락지,제주특별자치도 제주시 사장길 12 1층 (연동),제주특별자치도 제주시 연동 294번지 84호 ,17.25,064-744-9088,호프/통닭
2444,일반음식점,신의뒷고기전문점,제주특별자치도 제주시 연수로5길 2 (일도이동(신천4로41)),제주특별자치도 제주시 일도이동 50번지 5호 (신천4로41) ,59.76,064-755-9289,식육(숯불구이)
2445,일반음식점,본동물회해물탕,제주특별자치도 제주시 전농로 82 (삼도일동),제주특별자치도 제주시 삼도일동 540번지 9호 ,34.6,064-759-9797,한식
2446,일반음식점,장가계,제주특별자치도 제주시 다랑곶4길 66 (노형동),제주특별자치도 제주시 노형동 1036번지 18호 ,84,064-745-0029,중국식
2447,일반음식점,젠바,제주특별자치도 제주시 서광로32길 16-1 (이도이동(학사서로24)),제주특별자치도 제주시 이도이동 1769번지 6호 (학사서로24) ,94.56,064-725-7979,기타
2448,일반음식점,개미와베짱이,제주특별자치도 제주시 산천단동3길 16 (아라일동),제주특별자치도 제주시 아라일동 362번지 46호 ,33,,한식
2449,일반음식점,대학로황가네,제주특별자치도 제주시 광양13길 8 (이도이동),제주특별자치도 제주시 이도이동 1181번지 9호 ,44.6,,한식
2450,일반음식점,어미도,제주특별자치도 제주시 서사로21길 3 (삼도일동),제주특별자치도 제주시 삼도일동 570번지 13호 ,100.16,064-753-5989,한식
2451,일반음식점,이츠커피,제주특별자치도 제주시 정원로 89 (노형동(제일고서로69)),제주특별자치도 제주시 노형동 755번지 6호 (제일고서로69) ,55.51,,기타
2452,일반음식점,샤크,제주특별자치도 제주시 은남길 32 (연동),제주특별자치도 제주시 연동 293번지 24호 ,24.49,064-746-8293,식육(숯불구이)
2453,일반음식점,한길반점,제주특별자치도 제주시 서광로4길 8 (오라일동(운동장1로12)),제주특별자치도 제주시 오라일동 2442번지 14호 (운동장1로12) ,37,064-726-2188,중국식
