"업소명",업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
"바람의 정원",민박,내국인+외국인,,제주특별자치도 제주시 한경면 신창5길 4-1,,,5,,,,,,33.34980959,126.1822148,2017-08-18
"쓰담쓰담 family",민박,내국인+외국인,,제주특별자치도 제주시 한경면 일주서로 4533-29,,,1,,,,,,33.36563558,126.197387,2017-08-18
"리움",민박,내국인+외국인,,제주특별자치도 제주시 한경면 중산간서로 3701,,,5,,,,,,33.33498946,126.2562084,2017-08-18
"제주에내집",민박,내국인+외국인,,제주특별자치도 제주시 한경면 고산로 39-2,,,2,,,,,,33.30463304,126.1791455,2017-08-18
"유쾌한게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 한경면 용수3갈 67,,,3,,,,,,,,2017-08-18
"바이어스",민박,내국인+외국인,,제주특별자치도 제주시 한경면 저지8길 19,,,1,,,,,,33.33426438,126.257275,2017-08-18
"사치야",민박,내국인+외국인,,제주특별자치도 제주시 한경면 성굴로1길 10,,,1,,,,,,33.3391129,126.1845632,2017-08-18
"바사팬스파",민박,내국인+외국인,,제주특별자치도 제주시 한경면 한경해안로 448-6,,,4,,,,,,33.34016439,126.1683626,2017-08-18
"하늘풍차민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 일주서로 4099,,,1,,,,,,33.33232014,126.1814405,2017-08-18
"아시민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 저지12길 62-3,,,3,,,,,,33.33863676,126.2632273,2017-08-18
"꽃향기바다소리",민박,내국인+외국인,,제주특별자치도 제주시 한경면 판조로 29,,,2,,,,,,33.36569316,126.2064999,2017-08-18
"무지개하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 평사길 8-6,,,5,,,,,,33.54301773,126.6733473,2017-08-18
"삼다애 민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 비자림로 646-16,,,1,,,,,,33.43537182,126.6776346,2017-08-18
"웰컴",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 북촌9길 7,,,2,,,,,,33.54891684,126.6949769,2017-08-18
"바다정원",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천북1길 60,,,3,,,,,,33.54265573,126.6351097,2017-08-18
"삼다섬돌빌레",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함선로 39,,,3,,,,,,33.5172726,126.6630842,2017-08-18
"탐라힐링펜션",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 와흘남길 53-9 1층,,,2,,,,,,33.50144315,126.6315475,2017-08-18
"광야오름",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 선진길 45-20,,,2,,,,,,33.46016839,126.7074259,2017-08-18
"미아",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌북3길 14-15,,,1,,,,,,33.53738104,126.6172794,2017-08-18
"함덕하늘정원게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함덕20길 33-1,,,3,,,,,,33.5383257,126.6681346,2017-08-18
"제주와요",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천남4길 4,,,4,,,,,,33.53301664,126.638559,2017-08-18
"모송정",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 남조로 2109-8,,,2,,,,,,33.45421642,126.6609422,2017-08-18
"섬집오후",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천7길 19-11 제2동,,,1,,,,,,33.53815504,126.6341761,2017-08-18
"사려니힐링민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 남조로 1785-12,,,4,,,,,,33.42746963,126.6720973,2017-08-18
"제주바당 비롯",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌5길 52-1,,,2,,,,,,33.53768724,126.6217897,2017-08-18
"교래뜰",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 교래4길 36 제2동,,,1,,,,,,33.42396276,126.6724648,2017-08-18
"삼형제다락방",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 와흘상서1길 4-2 1층,,,4,,,,,,33.494518,126.6339256,2017-08-18
"욜 삶의여행",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 남조로 1772-7,,,1,,,,,,33.42660261,126.6753828,2017-08-18
"프롬제이",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신흥로 42,,,2,,,,,,33.54713323,126.6521366,2017-08-18
"물고기",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조함해안로 48-1 제2호,,,1,,,,,,33.54128153,126.6371068,2017-08-18
"목영재",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 선화길 24 2층,,,3,,,,,,33.45769397,126.7130347,2017-08-18
"행복민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함덕8길 22,,,2,,,,,,33.54153496,126.6626669,2017-08-18
INN 18TH STREET,민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌북3길 18,,,1,,,,,,33.53697585,126.6171543,2017-08-18
"풀잎",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 곱은달길 49,,,4,,,,,,33.51207544,126.6730481,2017-08-18
"까사올라",민박,내국인+외국인,,제주특별자치도 제주시 제주시 조천읍 조함해안로 554,,,6,,,,,,33.5424273,126.6722197,2017-08-18
"바다야",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조함해안로 478. 2층. 3층,,,6,,,,,,33.54305917,126.6640274,2017-08-18
"한옥민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 일주동로 1488. 2층,,,4,,,,,,33.54718384,126.6931171,2017-08-18
"조수형 농촌민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함덕8길 17. 2층,,,2,,,,,,33.54191003,126.6627063,2017-08-18
"반딧불 민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 와흘전2길 51-24,,,3,,,,,,33.46890383,126.6401216,2017-08-18
"돌·하루·방",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 북촌4길 54-5,,,7,,,,,,33.54148761,126.6890364,2017-08-18
"선인민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 선교로 201-8. 2층,,,2,,,,,,33.48589657,126.7005312,2017-08-18
"올레민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천1길 8,,,5,,,,,,33.53574853,126.6314587,2017-08-18
"와라민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천북1길 44. 2층,,,1,,,,,,33.5420535,126.6347067,2017-08-18
"에셀나무 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신흥남4길 13-15,,,2,,,,,,33.54325148,126.6551916,2017-08-18
"한양민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 와선로 247,,,1,,,,,,33.48529504,126.6986917,2017-08-18
"아프리카게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신흥로2길 33,,,3,,,,,,33.5489556,126.6515055,2017-08-18
"이가기획. 제주흙집",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함대로 232,,,3,,,,,,33.52400153,126.6586987,2017-08-18
"안선생민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 대흘5길 7,,,5,,,,,,33.49731564,126.6612678,2017-08-18
"씨에코",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신흥관전길 89-7,,,7,,,,,,33.54822655,126.6468732,2017-08-18
"꿈꾸는 섬",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천3길 27-1,,,4,,,,,,33.53602038,126.6348604,2017-08-18
"팜힐스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 대흘6길 69-7,,,5,,,,,,33.49127985,126.6649575,2017-08-18
"선흘바람",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 선교로 188-4,,,2,,,,,,33.48697311,126.6993499,2017-08-18
"웃뜨르민박(웃드르민박)",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 교래1길 35,,,1,,,,,,33.43733665,126.6741525,2017-08-18
"늘푸른민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 남조로 1830-10,,,1,,,,,,33.43159105,126.6760306,2017-08-18
"오션베스트빌",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조함해안로 221,,,7,,,,,,33.55307487,126.6447124,2017-08-18
"월정플레이스(Woljeong Place)",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 54-34,,,1,,,,,,33.5553875,126.7939725,2017-08-18
"종달리 수국집",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달논길 2 (주2),,,1,,,,,,33.49476169,126.9034409,2017-08-18
"종달스토리",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달논길 61-7,,,7,,,,,,33.49166358,126.9002277,2017-08-18
"렌탈하우스 마고",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕항3길 26-24,,,2,,,,,,33.55793801,126.7461664,2017-08-18
"젠틀룸",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 동복남2길 19-1,,,1,,,,,,33.54969417,126.7095772,2017-08-18
"그리고 세화",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 구좌로 149-9,,,5,,,,,,33.52158979,126.867133,2017-08-18
"잠비",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 54-11,,,1,,,,,,33.55548943,126.7934392,2017-08-18
"안트레",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 문주란로 33-1,,,2,,,,,,33.51899034,126.8857885,2017-08-18
"세화757",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 세화합전2길 29,,,2,,,,,,,,2017-08-18
"비젠하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 하도9길 72 D동,,,8,,,,,,,,2017-08-18
"비어라운드 하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 하도9길 72 B-1동,,,8,,,,,,33.51171375,126.8909578,2017-08-18
"로프트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 하도9길 72 B동,,,8,,,,,,33.51171375,126.8909578,2017-08-18
"봉마르뜨 목장",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김송로 140,,,2,,,,,,33.53919472,126.7563479,2017-08-18
"느릅낭집",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 75-8,,,1,,,,,,33.55716364,126.7925033,2017-08-18
"마농밭집",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 75-6,,,2,,,,,,33.55714085,126.7926193,2017-08-18
"밸란디",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 면수길 57-1,,,2,,,,,,33.52504297,126.8642212,2017-08-18
"빈 하루",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1170-1,,,1,,,,,,33.53459259,126.839748,2017-08-18
"큰들황토민박",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 덕천동길 58 B동,,,1,,,,,,33.50438855,126.7780606,2017-08-18
"마당여관",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 한동로 100,,,1,,,,,,33.53337175,126.8198078,2017-08-18
"하하하도",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 문주란로3길 5-4,,,4,,,,,,33.51952651,126.8850338,2017-08-18
"올래21민박",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 구좌로 118,,,3,,,,,,33.52089468,126.8630629,2017-08-18
"조아모루",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대2길 17 A동,,,3,,,,,,33.53277645,126.837699,2017-08-18
"레디메이드",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로9길 27-1,,,2,,,,,,33.55518936,126.8092309,2017-08-18
"모란",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 상하도길 60,,,3,,,,,,33.51536455,126.8664433,2017-08-18
"메종드메이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 한동북1길 34-1 제2동,,,1,,,,,,33.54137885,126.8289048,2017-08-18
"사부작 사부작",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 계룡길 45-2,,,1,,,,,,33.53929831,126.8337945,2017-08-18
"월정해변",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로 40-3,,,1,,,,,,33.55145439,126.8007972,2017-08-18
"니하오 객잔(Nihao guesthouse)",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 일주동로 2363-4,,,5,,,,,,33.55119922,126.7825662,2017-08-18
"나무사이로 햇살이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 중산간동로 2281 제1동,,,1,,,,,,33.47109466,126.7862964,2017-08-18
"빌레왓",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 46-15 제1동,,,1,,,,,,33.55517826,126.7932661,2017-08-18
20코스 민박,민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로21길 7,,,2,,,,,,33.55653494,126.7553944,2017-08-18
"배목수집",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 세송로 43 제1호,,,1,,,,,,33.51472195,126.8590195,2017-08-18
"뒹글하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정7길 28-6 제1동,,,5,,,,,,33.55364379,126.7978624,2017-08-18
"별당",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 54-5,,,1,,,,,,33.55604672,126.7934707,2017-08-18
"굿타임(Good Time)",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 별방길 109. 115호,,,2,,,,,,33.52792981,126.878590,2017-08-18
"포구민박",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 2286,,,2,,,,,,33.49681706,126.9099698,2017-08-18
"세화 샬레",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 세화7길 23-4 제1호,,,1,,,,,,33.52391444,126.8604924,2017-08-18
"동문별장",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로 132,,,1,,,,,,33.5524125,126.8089958,2017-08-18
"까사 봉봉",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 상도로 12-1 A동,,,1,,,,,,33.51411664,126.8652688,2017-08-18
"젬마의 집",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달논길 32-5,,,1,,,,,,33.49389397,126.9007214,2017-08-18
"우학당",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로17길 22-1,,,2,,,,,,33.55726375,126.7538635,2017-08-18
"토브",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 한동로1길 37-12,,,2,,,,,,33.53507348,126.8262066,2017-08-18
"다크니스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 비자림로 2718-3,,,2,,,,,,33.52767783,126.8393598,2017-08-18
"두베(Dubhe) 하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 상하도길 46-12 B동,,,4,,,,,,33.5168808,126.8665513,2017-08-18
"일공 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄안3길 21,,,1,,,,,,33.47409658,126.3647242,2017-08-18
"애월드레둘 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고성10길 37-3. 103동,,,1,,,,,,33.45440524,126.4223429,2017-08-18
"애월드레하나 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고성10길 37-3. 101동,,,1,,,,,,33.45440524,126.4223429,2017-08-18
"두린아이 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄안1길 13,,,1,,,,,,33.47356702,126.3660737,2017-08-18
"제주란 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로 446,,,4,,,,,,33.47586074,126.353237,2017-08-18
"제주 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 방축길 124-1.가동,,,2,,,,,,33.38552658,126.3252024,2017-08-18
"초록새록 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 중엄1길37-22,,,3,,,,,,33.47545623,126.3695197,2017-08-18
"해나게스트하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하귀동남1길 50-4,,,5,,,,,,33.48582674,126.4165005,2017-08-18
"럭스하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 구엄동3길34-4. 101동,,,1,,,,,,33.47848509,126.3823524,2017-08-18
"제주독채펜션애월오젠하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월원당길 22-13,,,1,,,,,,33.45877069,126.318695,2017-08-18
"쉬멍게스트하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 중구엄길 64,,,4,,,,,,33.47847132,126.3721782,2017-08-18
"휴하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 번드르길 104-3,,,1,,,,,,33.48017076,126.3910187,2017-08-18
79 민박,민박,내국인+외국인,,제주특별자치도 제주시 애월읍 구엄길 79,,,2,,,,,,33.48137624,126.3758105,2017-08-18
